epoch;acc;loss;val_acc;val_loss
0;0.41488;0.07927693967819213;0.5722;0.06583487894833089
1;0.64314;0.05694339585110545;0.7205;0.04653226808533072
2;0.7687;0.040473198278546334;0.8392;0.03222534156218171
