epoch;acc;loss;val_acc;val_loss
0;0.13356;0.08995162610530853;0.141;0.08994230811595917
1;0.1484;0.08994836708068847;0.1464;0.08993986585140228
2;0.14866;0.08994531968832016;0.1455;0.08993757472038269
