epoch;acc;loss;val_acc;val_loss
0;0.48066;0.06555633861565208;0.5285;0.08669421981277259
1;0.36042;0.12671668871130112;0.3127;0.13724194078743457
2;0.23632;0.15261494159847497;0.1884;0.16220138815641402
