epoch;acc;loss;val_acc;val_loss
0;0.12888;0.08989392680287361;0.1535;0.08984854779839516
1;0.17068;0.08980173699498177;0.1763;0.08977071216106415
2;0.18054;0.0897092993414402;0.1752;0.08967349967360497
