epoch;acc;loss;val_acc;val_loss
0;0.1543;0.08968414488315582;0.24;0.08861283354759217
1;0.38078;0.07796979747891426;0.7282;0.04406904591321945
2;0.8198;0.027177556821703912;0.8505;0.02161622436232865
