epoch;acc;loss;val_acc;val_loss
0;0.11332;0.08996962993144988;0.1064;0.08996267538070679
1;0.16656;0.0882699589061737;0.204;0.0828973582983017
2;0.37428;0.0722746534883976;0.6564;0.05028570592403412
