epoch;acc;loss;val_acc;val_loss
0;0.42948;0.07601020855665207;0.6235;0.06148875375837087
1;0.66112;0.055361019195318224;0.734;0.04720708467811346
2;0.74724;0.044007219093590975;0.7915;0.037419168324023484
