epoch;acc;loss;val_acc;val_loss
0;0.5824800000381469;0.06177386355042458;0.7766;0.03745724742412567
1;0.8117999999809266;0.030085971511602402;0.8792;0.02160116973221302
2;0.882619999961853;0.01968413669347763;0.9005;0.01646290396861732
