epoch;acc;loss;val_acc;val_loss
0;0.88866;0.016482239973954857;0.9558;0.0068458824396133424
1;0.96012;0.006290369924986735;0.9673;0.005294610001303954
2;0.96936;0.0048949998792656695;0.9719;0.004521747499227059
