epoch;acc;loss;val_acc;val_loss
0;0.1126;0.08998540756225586;0.1064;0.08998626396656037
1;0.11356000000476837;0.08997261573791504;0.1064;0.0899859635591507
2;0.11355999999761582;0.08996992310762406;0.1064;0.0899878551363945
