epoch;acc;loss;val_acc;val_loss
0;0.84874;0.02483622144602239;0.9255;0.012064294461160897
1;0.92774;0.01139187146730721;0.9428;0.008899308582022786
2;0.94612;0.008584720293246209;0.9522;0.007426181598939001
