epoch;acc;loss;val_acc;val_loss
0;0.661220000038147;0.04477892687022686;0.869;0.01983945060968399
1;0.8671;0.019671310716867448;0.8801;0.017560131686925887
2;0.891600000038147;0.016382948907613753;0.9128;0.01338881135135889
