epoch;acc;loss;val_acc;val_loss
0;0.408980000038147;0.07907445160388947;0.5956;0.06778380699157714
1;0.65414;0.06159339096903801;0.7302;0.05491838567852974
2;0.7448799999809265;0.05119653684973717;0.8011;0.0455081578373909
