epoch;acc;loss;val_acc;val_loss
0;0.4472;0.10547536215078711;0.321;0.1357404991850257
1;0.13848;0.17228075133740903;0.1035;0.17929188910722732
2;0.11742;0.17650952705264092;0.103;0.17940000710487367
