epoch;acc;loss;val_acc;val_loss
0;0.11074000000238418;0.09004000452280045;0.1138;0.09001337841749191
1;0.12121999999523163;0.08997724699735642;0.1263;0.0899529277086258
2;0.13355999999046325;0.08992182314395905;0.1388;0.08989797394275666
