epoch;acc;loss;val_acc;val_loss
0;0.10708;0.08997714098334313;0.1064;0.08996677191257477
1;0.11374;0.08994659243822098;0.1064;0.08995071452260017
2;0.1136;0.08992483790278434;0.1065;0.08990873752832412
