epoch;acc;loss;val_acc;val_loss
0;0.7432;0.03761965287537314;0.8933;0.017241198869876097
1;0.89592;0.016549606328714873;0.9116;0.01386902083835521
2;0.90924;0.014266357399314438;0.9188;0.012404220207620165
