epoch;acc;loss;val_acc;val_loss
0;0.12276;0.0899845662689209;0.1191;0.08998296574354171
1;0.12724;0.08996768600940705;0.1242;0.08997457263469696
2;0.12462;0.08995701922893524;0.1217;0.08996823838949204
