epoch;acc;loss;val_acc;val_loss
0;0.89468;0.014612221765185531;0.9602;0.006130573553824797
1;0.9723;0.004333028126453337;0.9762;0.003772249414498856
2;0.9784;0.00333617232311993;0.9768;0.0035763385698664935
