epoch;acc;loss;val_acc;val_loss
0;0.51608;0.05743359793178504;0.8744;0.018888106521975714
1;0.88702;0.01691985429374057;0.9204;0.011715056934976428
2;0.92222;0.011831056580108051;0.9433;0.00863177421475389
